Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
SUNILKUMAR,@SUNILKU17399747,2020-04-14T02:21:14.000Z,False," hi sir, I lost my job at Larsen and tourbo manyata tech park. they holded my salary and last week they sent termination email. Can you please help me sir. Please please help me sir.",0,0,0,0,[],['@mani1972ias'],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://twitter.com/SUNILKU17399747/status/1249885396286050304,tweet_id:1249885396286050304
Saur Energy,@Saur_energy,2020-04-12T06:11:51.000Z,False,"Multinational conglomerate Larsen & Tourbo’s Construction arm, L&T #Construction, said that it has won major contracts worth Rs 5,000 to Rs 7,000 crore for its #businesses including #power #transmission & #distribution (PT&D) and #solar in India...",0,0,4,0,"['#Construction', '#businesses', '#power', '#transmission', '#distribution', '#solar']",[],[],https://pbs.twimg.com/profile_images/1693946785520078848/PVWAXAIE_normal.jpg,https://twitter.com/Saur_energy/status/1249218654375305218,tweet_id:1249218654375305218
Construction Week Middle East,@CWMiddleEast,2020-04-09T14:00:17.000Z,False,"CONTRACT ALERT: India-based Larsen & Tourbo’s power and transmission distribution business, a part of its subsidiary, L&T Construction, secured 'major' contracts for projects in Kuwait, Oman, and Egypt in the Middle East | #construction #engineering https://zcu.io/XgJ7",0,0,0,0,"['#construction', '#engineering']",[],[],https://pbs.twimg.com/profile_images/1478966977003724801/DpqPBryd_normal.jpg,https://twitter.com/CWMiddleEast/status/1248249378248093703,tweet_id:1248249378248093703
SUNILKUMAR,@SUNILKU17399747,2020-04-07T17:50:43.000Z,False," 
Namaste modiji,I lost my job today I had received termination email and they had not given any compensation AND salary as well. Can you please help me sir.
Name - sunilkumar kn
 Company - LTTS ( LARSEN AND TOURBO ) BANGALORE MANYATA TECH PARK 
EMPLOYEE ID- 40009798",1,0,0,0,[],['@narendramodi'],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://twitter.com/SUNILKU17399747/status/1247582590019588096,tweet_id:1247582590019588096
WatsupAsia,@watsupasia,2020-04-06T16:49:05.000Z,False,Latest: Larsen & Tourbo gives Rs 150 crore for PM-CARES fund http://watsupasia.com/news/larsen-tourbo-gives-rs-150-crore-for-pm-cares-fund/…,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/614215677776281600/EQY7B9ww_normal.jpg,https://twitter.com/watsupasia/status/1247204695099215877,tweet_id:1247204695099215877
SUNILKUMAR,@SUNILKU17399747,2020-04-05T01:52:39.000Z,False," hi sir,
Nanu nimmanna nodiddu muddenahalli VIAT pg centre function Alli, I am big fan of you from that day sir, I am working in LTTS ( Larsen and tourbo) Bangalore manyata tech park, without reason they holded my salary sir, nanag salary kodsudre help agutte sir.",0,0,0,0,[],['@mla_sudhakar'],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://twitter.com/SUNILKU17399747/status/1246616710146174976,tweet_id:1246616710146174976
SUNILKUMAR,@SUNILKU17399747,2020-04-01T07:38:25.000Z,False," hi, sir,
Nanu LTTS ( Larsen and tourbo) Bangalore manyata tech park li kelsa madtidini, adre Nan salary hold madidare without reason please help Madi. Ranganath sir.",0,0,0,0,[],['@publictvnews'],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://twitter.com/SUNILKU17399747/status/1245254173404188672,tweet_id:1245254173404188672
Saur Energy,@Saur_energy,2020-04-12T06:11:51.000Z,False,"Multinational conglomerate Larsen & Tourbo’s Construction arm, L&T #Construction, said that it has won major contracts worth Rs 5,000 to Rs 7,000 crore for its #businesses including #power #transmission & #distribution (PT&D) and #solar in India...",0,0,4,0,"['#Construction', '#businesses', '#power', '#transmission', '#distribution', '#solar']",[],[],https://pbs.twimg.com/profile_images/1693946785520078848/PVWAXAIE_normal.jpg,https://twitter.com/Saur_energy/status/1249218654375305218,tweet_id:1249218654375305218
SUNILKUMAR,@SUNILKU17399747,2020-04-01T07:36:23.000Z,False," hi sir,
Me LTTS ( Larsen and tourbo) Bangalore me kaam kar Raha hu, Mera salary hold kiyagaya he without proper reason, I had contacted so many people through Twitter but no use ,only hope is you only sir, please help me.",0,0,0,0,[],['@republic'],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://twitter.com/SUNILKU17399747/status/1245253661833302021,tweet_id:1245253661833302021
SUNILKUMAR,@SUNILKU17399747,2020-04-01T07:34:09.000Z,False," hi sir,
Nanu lTts ( Larsen and tourbo) Bangalore like work madtidini, Nan salary hold madidare. Please help Madi.",0,0,0,0,[],['@tv9kannada'],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://twitter.com/SUNILKU17399747/status/1245253098701860864,tweet_id:1245253098701860864
Ayushman Chaudhary,@Im_ayushman05,2020-03-31T15:01:47.000Z,False,Larsen and tourbo limited commited 150 crores to pm care fund,0,0,1,0,[],[],[],https://pbs.twimg.com/profile_images/1703811009721573376/21Eko2CB_normal.jpg,https://twitter.com/Im_ayushman05/status/1245003364380954635,tweet_id:1245003364380954635
veerupopuri,@veerupopuri,2020-03-30T10:22:57.000Z,False,Larsen & Tourbo gives Rs 150 crore for PM-CARES fund https://youtu.be/5JxOFHXNdyI,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1554505545369157632/Mzb9hKOG_normal.jpg,https://twitter.com/veerupopuri/status/1244570804806795265,tweet_id:1244570804806795265
SUNILKUMAR,@SUNILKU17399747,2020-03-28T03:26:25.000Z,False," hi sir,
I am working in LTTS (Larsen and tourbo) Bangalore , they had holded my salary without any reason. Please help me",0,0,0,0,[],['@LabourMinistry'],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://twitter.com/SUNILKU17399747/status/1243741203176161281,tweet_id:1243741203176161281
SUNILKUMAR,@SUNILKU17399747,2020-03-28T03:21:16.000Z,False," hi sir, I am working at LTTS ( Larsen and tourbo) Bangalore , for this month they holded my salary. Without any reason they had holding my salary. Please help me.",0,0,0,0,[],['@PMOIndia'],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://twitter.com/SUNILKU17399747/status/1243739907224244224,tweet_id:1243739907224244224
Health Junction,@HealthJunction4,2020-03-12T05:09:31.000Z,False,"Women’s health and well-being, is not something that should be promoted on 8th March and forgotten for the rest of the year. Here is a quick look at the amazing Women’s Day celebration with the women employees of Larsen & Tourbo and it was a super successful event.#EventAlert",0,0,0,0,['#EventAlert'],[],[],https://pbs.twimg.com/profile_images/1184715672091103232/VNhEMSny_normal.jpg,https://twitter.com/HealthJunction4/status/1237968943702110208,tweet_id:1237968943702110208
নর্থ ইস্ট গার্ল,@Sweet_Honeygal,2020-02-29T18:20:05.000Z,True,"Thanks Larsen & Tourbo 

Now you will be called ""Sangi"" in Secular India",0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1676332099052384256/qRoF1j9A_normal.jpg,https://twitter.com/Sweet_Honeygal/status/1233819244489371648,tweet_id:1233819244489371648
RS,@WithRitesh,2020-02-29T17:08:53.000Z,True,Building India. Building History. That’s Larsen & Tourbo. https://newindianexpress.com/nation/2020/feb/29/lt-ready-to-construct-ram-temple-in-ayodhya-for-free-say-vhp-leaders-2110327.html…,1,3,18,0,[],[],[],https://pbs.twimg.com/profile_images/1765681325603016704/wehNabxZ_normal.jpg,https://twitter.com/WithRitesh/status/1233801324245860353,tweet_id:1233801324245860353
Trendline Investor,@dmdsplyinvestor,2020-02-28T22:54:24.000Z,True,"Week 1 Update - A bad week in the markets for Nifty. But we fared far better than Nifty with just a loss of 4.62% for the week. 

Exits - Larsen and Tourbo, CCL Products, Cummins India, EIHotel, Piramal Enterprises

Entries - NLCIndia, Edelweiss, Havells, BASF, Star cement",1,1,1,0,[],[],[],https://pbs.twimg.com/profile_images/1662166497542668289/r2PQsJ8T_normal.jpg,https://twitter.com/dmdsplyinvestor/status/1233525889805299713,tweet_id:1233525889805299713
Sahil Pahwa,@Sahilpahwa09,2020-02-26T08:57:22.000Z,True,Sumeet sir your view on larsen&tourbo stock..!! New lows everyday..!!,1,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1517375235611267072/oX2zTeal_normal.jpg,https://twitter.com/Sahilpahwa09/status/1232590465410699264,tweet_id:1232590465410699264
PVV Gouri Prasad,@prasadpvvg,2020-02-21T20:14:31.000Z,False,"Largest Cricket Stadium in the world , Gujarat, India
Built by Larsen & Tourbo Limited.

* Seating capacity of 110,000 spectators
* The stadium is spread across 63 acres of land
* Metro line at one of the entry points. 
* 76 corporate boxes
*  L…https://lnkd.in/fGrFwxN",0,0,0,0,[],['@Ahmedabad'],[],https://pbs.twimg.com/profile_images/1690635857101762560/FWtNsLmX_normal.jpg,https://twitter.com/prasadpvvg/status/1230948938339012608,tweet_id:1230948938339012608
jain,@jain17543,2020-02-01T12:17:37.000Z,False,Larsen tourbo again both have it companies,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1744414525015937028/LfWbOiCm_normal.jpg,https://twitter.com/jain17543/status/1223581165161861121,tweet_id:1223581165161861121
gosip4u,@gosip4u,2020-01-23T09:22:44.000Z,False,http://gosip4u.com/2020/01/larsen-toubro-posts-15-yoy-rise-in-pat.html…#l&t #larsen&tourbo #business #businessnews #stockstowatch #marketing #stockmarketnews #stockmarket #stock #economicnews #stockexchange #markets #bullmarket #investing #market #economy #trading #marketupdate #currency #businesstips #shares #invest,0,0,1,0,"['#l', '#larsen', '#business', '#businessnews', '#stockstowatch', '#marketing', '#stockmarketnews', '#stockmarket', '#stock', '#economicnews', '#stockexchange', '#markets', '#bullmarket', '#investing', '#market', '#economy', '#trading', '#marketupdate', '#currency', '#businesstips', '#shares', '#invest']",[],[],https://pbs.twimg.com/profile_images/1234436806688460801/b0w7Lf24_normal.jpg,https://twitter.com/gosip4u/status/1220275662499397633,tweet_id:1220275662499397633
jain,@jain17543,2020-01-19T14:24:47.000Z,False,Hope u cover story  on larsen tourbo and Schindler's electric deal of 14000 crore and suggest about the stock,0,0,0,0,[],['@hemant_ghai'],[],https://pbs.twimg.com/profile_images/1744414525015937028/LfWbOiCm_normal.jpg,https://twitter.com/jain17543/status/1218902124798476288,tweet_id:1218902124798476288
jain,@jain17543,2020-01-19T14:19:43.000Z,False,Any views on larsen tourbo Schindler's electric deal... Buy or hold larsen tourbo pls sir views.,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1744414525015937028/LfWbOiCm_normal.jpg,https://twitter.com/jain17543/status/1218900849025437696,tweet_id:1218900849025437696
Himanshu,@HimanshuTipre,2020-01-05T16:10:22.000Z,False,"Havells
Ramco Cement
Nilkamal
Gujrat GasLarsen TourboBritannia
Idea
Titan
PNG",0,0,0,0,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://twitter.com/HimanshuTipre/status/1213855264274731009,tweet_id:1213855264274731009
jain,@jain17543,2019-12-31T10:43:22.000Z,False,It would be larsen and tourbo shareholder,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1744414525015937028/LfWbOiCm_normal.jpg,https://twitter.com/jain17543/status/1211961034300256256,tweet_id:1211961034300256256
Religare Broking,@religareonline,2019-12-30T05:53:50.000Z,False,"Thank you for your participation.
The answer stock names are:
BAJAJAUTO
BRITANNIA
GUJARATGAS
INOXLEISURELARSENRAMCOCEMENT
TECHMAHINDRATOURBOStay tune for our next Crossword.",0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/544493247964250112/3UumOI7W_normal.png,https://twitter.com/religareonline/status/1211525783895674880,tweet_id:1211525783895674880
Nihad Ali,@cvnihad,2019-12-18T13:59:01.000Z,True,"ALYSJ JV (5 Companies)

Lead by Aktor S.A, Larsen & Tourbo Limited, 
Yapi Merkezi Insaat, 
Sezai Turkes Feyzi (SFTA) &
Al Jaber Engineering

We had worked with them from the beginning, it was a completed early.",0,0,1,0,[],[],[],https://pbs.twimg.com/profile_images/1657660182908870656/QyCcxWp-_normal.jpg,https://twitter.com/cvnihad/status/1207299230370537472,tweet_id:1207299230370537472
Tax Scan,@tax_scan,2019-12-17T08:27:25.000Z,True,"Assistant Manager – Direct Taxation vacancy in Larsen Tourbo Limited

Read more at: https://taxscan.in/assistant-manager-direct-taxation-vacancy-larsen-tourbo-limited/40838/…",0,0,1,0,[],[],[],https://pbs.twimg.com/profile_images/1682342872463577091/eDh-WkAx_normal.jpg,https://twitter.com/tax_scan/status/1206853393404219392,tweet_id:1206853393404219392
Tax Scan,@tax_scan,2019-12-17T08:25:08.000Z,True,Assistant Manager – Direct Taxation vacancy in Larsen Tourbo Limited https://taxscan.in/assistant-manager-direct-taxation-vacancy-larsen-tourbo-limited/40838/… via ,0,0,2,0,[],['@tax_scan'],[],https://pbs.twimg.com/profile_images/1682342872463577091/eDh-WkAx_normal.jpg,https://twitter.com/tax_scan/status/1206852817727569920,tweet_id:1206852817727569920
,@neerajsingh1902,2019-12-15T12:12:37.000Z,False,"idfc first - Banking Larsen Tourbo - Cap good and infra 
Nifty etf
along with that I will regularly sell otm/ atm nifty calls in desired qty",0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1279738516939747328/SWB4FNvz_normal.jpg,https://twitter.com/neerajsingh1902/status/1206185288592019456,tweet_id:1206185288592019456
shyamsundergarg,@garg_ssg,2019-12-12T07:17:53.000Z,False,"sir larsen and tourbo not performing with nifty after 23,9.2019 kya trend have been changed",1,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/609482033924960256/IbRN2clE_normal.jpg,https://twitter.com/garg_ssg/status/1205023955808997377,tweet_id:1205023955808997377
₹ohan $hah,@rohanshah619,2019-11-27T08:42:26.000Z,True,"#onradar #LarsenTourbo (LT)

Stock has completed Bullish #ABCD harmonic pattern on daily scale with supportive momentum!!
View invalid below 1294 CB !!!#nifty50 #nifty #StockMarket #TradingView #Investment",7,5,50,0,"['#onradar', '#LarsenTourbo', '#ABCD', '#nifty50', '#nifty', '#StockMarket', '#TradingView', '#Investment']",[],[],https://pbs.twimg.com/profile_images/1534543074747203589/k5a25FVN_normal.jpg,https://twitter.com/rohanshah619/status/1199609412823871488,tweet_id:1199609412823871488
ConceptByChordiya,@bychordya,2019-11-24T19:37:22.000Z,False,"Marketing concept for Larsen & Toubro

World's Tallest Statue, L&T has made India proud  by reaching the sky.#worldstalleststatue #statueofunity #vallabhaipatel #sardarpatel #lnt #larsen #larsenandtoubro #india #indianpride@LnTFSOnline   @larsentourbo",0,0,0,0,"['#worldstalleststatue', '#statueofunity', '#vallabhaipatel', '#sardarpatel', '#lnt', '#larsen', '#larsenandtoubro', '#india', '#indianpride']",['@LnTTechservices'],[],https://pbs.twimg.com/profile_images/1190646733396725766/AFSDFBuq_normal.jpg,https://twitter.com/bychordya/status/1198687070459318272,tweet_id:1198687070459318272
Mohsen Parvaresh,@blueberrytwt,2019-11-24T14:34:37.000Z,False,"#NSE#IndiaLarsen & Tourbo#LTThe share is still in a downtrend.

Next support at 1361.5 which if broken can land as low as 1274.",0,0,0,0,"['#NSE', '#India', '#LT']",[],[],https://pbs.twimg.com/profile_images/1134188698483011584/aisbmaPN_normal.jpg,https://twitter.com/blueberrytwt/status/1198610881745244160,tweet_id:1198610881745244160
PEC GREENING INDIA,@PECGreeningIND,2019-11-16T11:19:25.000Z,False,"Ms. Mala Singh, Chairperson & MD - PEC Greening India was invited by LTI (Larsen & Tourbo Group Company)as a Chief guest in the launching ceremony of their new initiative ""Diversity Club"" on  14 Nov 2019. #pecgreeningindia #lTI #sustainability",0,1,4,0,"['#pecgreeningindia', '#lTI', '#sustainability']",[],[],https://pbs.twimg.com/profile_images/1579039272929177600/SU913qxl_normal.jpg,https://twitter.com/PECGreeningIND/status/1195662652279685120,tweet_id:1195662652279685120
Vivid Alerts,@VividAlerts,2019-11-12T11:56:17.000Z,False,"L&T bags orders worth Rs 2500 cr from government entities
Economic Times
MUMBAI: Larsen & Tourbo has bagged orders totaling Rs 1,000 crore - Rs
2,500 crore, ma... https://economictimes.indiatimes.com/industry/indl-goods/svs/engineering/lt-bags-orders-worth-rs-2500-cr-from-government-entities/articleshow/72004695.cms…",0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1103123680534523904/w_-dII-I_normal.png,https://twitter.com/VividAlerts/status/1194222381193187329,tweet_id:1194222381193187329
Economic Times,@EconomicTimes,2019-11-11T19:00:00.000Z,True,"Larsen & Tourbo has bagged orders totaling Rs 1,000 crore - Rs 2,500 crore, mainly from state and central government entities, the #engineering major said Monday.",0,11,62,0,['#engineering'],[],[],https://pbs.twimg.com/profile_images/1285571205966073857/rE3KyZFW_normal.jpg,https://twitter.com/EconomicTimes/status/1193966623352332288,tweet_id:1193966623352332288
Shriram Insight,@sisbl_in,2019-11-11T11:04:50.000Z,False,"#Larsen & #Tourbo has #bagged #orders totaling Rs 1,000 crore - Rs 2,500 crore, mainly from #state and #central #government #entities.",0,0,0,0,"['#Larsen', '#Tourbo', '#bagged', '#orders', '#state', '#central', '#government', '#entities']",[],[],https://pbs.twimg.com/profile_images/1117653057280471040/Bcpghu5X_normal.png,https://twitter.com/sisbl_in/status/1193847044906946560,tweet_id:1193847044906946560
Sortiwa,@Sortiwa,2019-11-11T08:45:12.000Z,False,"L&T bags orders worth Rs 2,500 cr from government entities  

MUMBAI: Larsen & Tourbo has bagged orders totaling Rs 1,000 crore – Rs 2,500 crore, mainly from state and central... https://sortiwa.com/lt-bags-orders-worth-rs-2500-cr-from-government-entities/…",0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/932117846582317061/9CebylRh_normal.jpg,https://twitter.com/Sortiwa/status/1193811902855553025,tweet_id:1193811902855553025
